"Botanical.Name","ht.max","dbh","cw"
"Tilia americana",32.77,NA,NA
"Ulmus americana",NA,96.1296056267014,NA
"Ulmus americana",27.16,NA,NA
"Platanus occidentalis",NA,127.642290914925,NA
"Platanus occidentalis",41.91,110.453553484985,NA
"Carya cordiformis",NA,63.0253705764466,NA
"Carya cordiformis",28.1,NA,NA
"Juglans nigra",NA,92.3098861978258,NA
"Juglans nigra",34.69,95.4929857218888,NA
"Juglans nigra",37,NA,NA
"Acer negundo",NA,61.4338208144151,NA
"Acer negundo",24.69,NA,NA
"Quercus macrocarpa",26.58,122.231021724018,NA
"Celtis occidentalis",NA,90.400026483388,NA
"Celtis occidentalis",30.42,NA,NA
"Crataegus mollis",NA,17.8253573347526,NA
"Crataegus mollis",11.77,NA,NA
"Populus deltoides",33.89,203.081749635217,NA
"Populus deltoides",40.42,122.231021724018,NA
"Populus deltoides",41.39,177.616953442713,NA
"Cercis canadensis var. canadensis",0.94,NA,NA
"Cercis canadensis var. canadensis",11.8,NA,NA
"Fraxinus pennsylvanica",NA,91.3549563406069,NA
"Fraxinus pennsylvanica",29.6,NA,NA
"Gleditsia triacanthos",NA,96.1296056267014,NA
"Gleditsia triacanthos",29.35,NA,NA
"Ostrya virginiana var. virginiana",NA,33.1042350502548,NA
"Ostrya virginiana var. virginiana",17.68,NA,NA
"Gymnocladus dioicus",NA,88.8084767213566,NA
"Gymnocladus dioicus",32.16,NA,NA
"Quercus rubra",NA,108.225383818141,NA
"Quercus rubra",30.66,NA,NA
"Asimina triloba",8.53,7.9577488101574,NA
"Salix amygdaloides",NA,83.3972075304495,NA
"Salix amygdaloides",24.29,NA,NA
"Morus rubra",16.18,52.5211421470388,NA
"Ulmus thomasii",20.73,34.6957848122863,NA
"Cornus drummondii",NA,12.0957781914392,NA
"Cornus drummondii",7.8,NA,NA
"Carya ovata",NA,62.388750671634,NA
"Carya ovata",27.61,NA,NA
"Acer saccharinum",NA,90.400026483388,NA
"Acer saccharinum",28.44,NA,NA
"Ulmus rubra",25.02,58.8873411951647,NA
"Fraxinus americana",NA,106.633834056109,NA
"Fraxinus americana",30.91,NA,NA
"Tilia americana var. americana",26.37,128.91553072455,NA
"Pinus strobus",29.38,NA,NA
"Pinus strobus",37.46,92.9465061026384,NA
"Pinus strobus",37.95,NA,NA
"Pinus strobus",38.16,NA,NA
"Pinus strobus",39.01,NA,NA
"Pinus strobus",NA,87.2169269593251,NA
"Pinus strobus",NA,87.2169269593251,NA
"Pinus strobus",NA,97.0845354839202,NA
"Pinus strobus",NA,106.633834056109,NA
"Tsuga canadensis",NA,77.6676283871362,NA
"Tsuga canadensis",NA,82.4422776732306,NA
"Tsuga canadensis",NA,72.8929791010418,NA
"Tsuga canadensis",NA,67.800019862541,NA
"Tsuga canadensis",NA,67.800019862541,NA
"Tsuga canadensis",NA,48.383112765757,NA
"Tsuga canadensis",NA,72.8929791010418,NA
"Tsuga canadensis",NA,70.3464994817914,NA
"Acer rubrum",NA,54.1126919090703,NA
"Betula alleghaniensis",NA,75.1211487678858,NA
"Betula alleghaniensis",NA,48.383112765757,NA
"Pinus rigida",21.21,47.7464928609444,NA
"Picea rubens",20.51,41.3802938128185,NA
"Picea rubens",20.91,38.8338141935681,NA
"Taxodium distichum",NA,58.2507212903521,NA
"Tsuga canadensis",NA,92.3098861978258,NA
"Quercus spp.",NA,116.501442580704,NA
"Quercus spp.",NA,82.4422776732306,NA
"Liquidambar styraciflua",NA,75.4394587202921,NA
"Liquidambar styraciflua",NA,100.267635007983,NA
"Pinus strobus",NA,108.543693770547,NA
"Pinus strobus",NA,108.225383818141,NA
"Pinus rigida",NA,69.7098795769788,NA
"Platanus occidentalis",NA,121.276091866799,NA
"Platanus occidentalis",NA,100.267635007983,NA
"Platanus occidentalis",NA,98.0394653411391,NA
"Platanus occidentalis",NA,80.8507279111992,NA
"Platanus occidentalis",NA,109.816933580172,NA
"Platanus occidentalis",NA,107.588763913328,NA
"Platanus occidentalis",NA,101.859184770015,NA
"Juglans nigra",NA,96.1296056267014,NA
"Catalpa spp.",NA,56.6591715283207,NA
"Catalpa spp.",NA,76.7126985299173,NA
"Catalpa spp.",NA,72.8929791010418,NA
"Acer spp.",NA,85.6253771972936,NA
"Picea abies",NA,75.4394587202921,NA
"Quercus spp.",NA,112.363413199422,NA
"Pinus spp.",NA,55.0676217662892,NA
"Quercus stellata",NA,98.6760852459517,NA
"Quercus stellata",NA,78.3042482919488,NA
"Liriodendron tulipifera",NA,114.909892818673,NA
"Chamaecyparis thyoides",NA,66.5267800529158,NA
"Chamaecyparis thyoides",NA,63.9803004336655,NA
"Chamaecyparis thyoides",NA,67.800019862541,NA
"Chamaecyparis thyoides",19.96,70.3464994817914,NA
"Chamaecyparis thyoides",22.56,69.3915696245725,NA
"Chamaecyparis thyoides",25.39,NA,NA
"Chamaecyparis thyoides",26.33,41.3802938128185,NA
"Fagus grandifolia",37.49,141.647928820802,NA
"Quercus velutina",32.61,126.050741152893,NA
"Quercus bicolor",39.01,116.501442580704,NA
"Liriodendron tulipifera",36.58,149.605677630959,NA
"Liriodendron tulipifera",38.1,168.067654870524,NA
"Liriodendron tulipifera",38.71,133.371870058238,NA
"Liriodendron tulipifera",39.01,116.501442580704,NA
"Liriodendron tulipifera",39.44,128.597220772144,NA
"Liriodendron tulipifera",40.23,106.633834056109,NA
"Quercus alba",33.83,130.825390438988,NA
"Quercus phellos",37.19,149.605677630959,NA
"Quercus phellos",38.1,147.059198011709,NA
"Ilex opaca var. opaca",NA,49.9746625277885,NA
"Ilex opaca var. opaca",NA,49.9746625277885,NA
"Ilex opaca var. opaca",NA,48.383112765757,NA
"Ilex opaca var. opaca",21.7,49.3380426229759,NA
"Nyssa sylvatica",NA,87.2169269593251,NA
"Nyssa sylvatica",1.81,110.453553484985,NA
"Nyssa sylvatica",25.63,98.994395198358,NA
"Nyssa sylvatica",26.33,98.6760852459517,NA
"Rhododendron viscosum",6.1,3.18309952406296,NA
"Magnolia virginiana",19.6,52.5211421470388,11.28
"Magnolia virginiana",20.73,49.3380426229759,10.36
"Liquidambar styraciflua",26.64,96.1296056267014,NA
"Liquidambar styraciflua",27.19,103.769044484452,NA
"Liquidambar styraciflua",27.83,122.86764162883,NA
"Liriodendron tulipifera",NA,184.301462443245,NA
"Liriodendron tulipifera",NA,145.467648249677,NA
"Liriodendron tulipifera",4.8,NA,NA
"Liriodendron tulipifera",26.09,96.1296056267014,NA
"Quercus durata var. gabrielensis",39.01,164.247935441649,13.72
"Fagus grandifolia",33.53,122.86764162883,19.81
"Quercus velutina",35.05,136.554969582301,24.38
"Pinus strobus",39.62,97.0845354839202,NA
"Liriodendron tulipifera",38.71,181.118362919182,25.91
"Liriodendron tulipifera",44.2,162.656385679617,27.43
"Liriodendron tulipifera",46.21,124.459191390862,NA
"Ilex opaca var. opaca",NA,72.8929791010418,NA
"Platanus occidentalis",NA,184.301462443245,NA
"Platanus occidentalis",NA,157.563426441116,NA
"Platanus occidentalis",NA,159.154976203148,NA
"Platanus occidentalis",NA,128.597220772144,NA
"Platanus occidentalis",NA,124.459191390862,NA
"Platanus occidentalis",NA,167.431034965712,30.18
"Platanus occidentalis",NA,165.83948520368,NA
"Platanus occidentalis",NA,176.343713633088,NA
"Platanus occidentalis",NA,256.239511687068,NA
"Platanus occidentalis",NA,189.07611172934,NA
"Platanus occidentalis",NA,187.484561967308,NA
"Platanus occidentalis",NA,191.62259134859,NA
"Platanus occidentalis",NA,164.247935441649,NA
"Platanus occidentalis",NA,178.571883299932,NA
"Platanus occidentalis",NA,169.022584727743,NA
"Platanus occidentalis",NA,155.335256774272,NA
"Platanus occidentalis",19.81,215.814147731469,NA
"Chamaecyparis thyoides",NA,59.8422710523836,NA
"Chamaecyparis thyoides",NA,64.6169203384781,NA
"Chamaecyparis thyoides",NA,57.2957914331333,NA
"Chamaecyparis thyoides",NA,66.2084701005095,NA
"Chamaecyparis thyoides",21.34,92.3098861978258,NA
"Chamaecyparis thyoides",22.86,101.859184770015,7.62
"Taxodium distichum",NA,197.988790396716,NA
"Prunus serotina var. serotina",NA,96.1296056267014,NA
"Quercus velutina",NA,127.005671010112,NA
"Quercus velutina",NA,152.152157250209,NA
"Quercus velutina",NA,164.247935441649,NA
"Quercus velutina",NA,147.059198011709,NA
"Populus deltoides ssp. deltoides",NA,207.856398921311,NA
"Juniperus virginiana var. virginiana",NA,93.9014359598573,NA
"Juniperus virginiana var. virginiana",NA,79.2591781491677,NA
"Juniperus virginiana var. virginiana",NA,101.222564865202,NA
"Juniperus virginiana var. virginiana",NA,103.450734532046,NA
"Juniperus virginiana var. virginiana",NA,102.814114627234,NA
"Pinus strobus",NA,122.231021724018,NA
"Cornus florida",NA,58.8873411951647,NA
"Quercus spp.",NA,112.363413199422,NA
"Quercus spp.",NA,149.605677630959,NA
"Quercus spp.",NA,111.72679329461,NA
"Quercus spp.",NA,138.146519344332,NA
"Pinus rigida",NA,66.2084701005095,NA
"Quercus stellata",NA,155.335256774272,NA
"Sassafras albidum",NA,101.859184770015,NA
"Sassafras albidum",NA,48.383112765757,NA
"Pinus echinata",NA,65.571850195697,NA
"Quercus falcata",NA,161.701455822398,NA
"Quercus falcata",NA,162.656385679617,NA
"Quercus falcata",NA,160.109906060367,NA
"Liriodendron tulipifera",NA,114.909892818673,NA
"Liriodendron tulipifera",NA,113.318343056641,NA
"Liriodendron tulipifera",NA,110.771863437391,NA
"Liriodendron tulipifera",NA,157.563426441116,NA
"Liriodendron tulipifera",NA,143.876098487646,NA
"Liriodendron tulipifera",NA,155.335256774272,NA
"Liriodendron tulipifera",NA,169.022584727743,NA
"Liriodendron tulipifera",44.2,NA,NA
"Quercus alba",NA,123.822571486049,NA
"Quercus alba",NA,133.371870058238,NA
"Quercus alba",NA,195.760620729872,NA
"Quercus alba",NA,156.926806536304,NA
"Quercus alba",NA,216.769077588688,NA
"Quercus alba",NA,148.014127868928,NA
"Quercus alba",NA,176.343713633088,NA
"Quercus alba",NA,159.154976203148,NA
"Quercus alba",NA,198.943720253935,NA
"Quercus alba",NA,201.171889920779,NA
"Quercus alba",22.86,141.647928820802,NA
"Quercus phellos",NA,152.788777155022,NA
"Quercus phellos",NA,149.605677630959,NA
"Quercus phellos",NA,159.154976203148,NA
"Quercus phellos",NA,159.154976203148,NA
"Fagus grandifolia",29.96,117.456372437923,NA
"Magnolia acuminata",32,134.008489963051,21.64
"Metasequoia glyptostroboides",33.1,153.743707012241,15.54
"Pinus strobus",31.52,103.769044484452,NA
"Pinus strobus",31.82,91.3549563406069,NA
"Taxus baccata",16.4,106.633834056109,14.63
"Quercus rubra",32.8,169.659204632556,NA
"Quercus rubra",33.16,130.825390438988,NA
"Liriodendron tulipifera",NA,119.366232152361,NA
"Liriodendron tulipifera",34.05,161.701455822398,27.74
"Liriodendron tulipifera",38.53,116.501442580704,NA
"Fraxinus americana",33.5,109.498623627766,NA
"Quercus alba",33.77,110.771863437391,NA
"Fagus grandifolia",35.81,67.800019862541,NA
"Quercus rubra",33.53,110.453553484985,NA
"Liriodendron tulipifera",38.4,144.512718392458,NA
"Liriodendron tulipifera",39.47,150.242297535772,NA
"Liriodendron tulipifera",45.78,130.825390438988,NA
"Quercus alba",33.83,NA,NA
"Chamaecyparis thyoides",NA,48.383112765757,NA
"Chamaecyparis thyoides",NA,42.9718435748499,NA
"Chamaecyparis thyoides",14.33,61.4338208144151,NA
"Chamaecyparis thyoides",16.61,NA,NA
"Chamaecyparis thyoides",17.16,52.5211421470388,NA
"Chamaecyparis thyoides",17.25,39.4704340983807,NA
"Nyssa sylvatica",12.98,71.9380492438229,NA
"Tsuga canadensis",21.52,84.0338274352621,NA
"Pinus strobus",26.85,75.7577686726984,NA
"Rhododendron maximum",NA,9.54929857218888,NA
"Kalmia latifolia",3.47,6.68450900053221,NA
"Betula papyrifera",NA,NA,NA
"Pinus rigida",15.42,37.8788843363492,NA
"Picea rubens",18.29,46.7915630037255,NA
"Juniperus deppeana",NA,55.0676217662892,NA
"Juniperus deppeana",NA,54.4310018614766,NA
"Juniperus monosperma",NA,29.2845156213792,NA
"Juniperus monosperma",NA,26.7380360021289,NA
"Pinus edulis",NA,27.3746559069414,NA
"Populus fremontii ssp. fremontii",NA,223.135276636813,NA
"Acer negundo var. arizonicum",12.62,21.3267668112218,NA
"Acer negundo var. arizonicum",13.14,44.5633933368814,NA
"Quercus gambelii var. gambelii",NA,55.0676217662892,NA
"Quercus gambelii var. gambelii",14.51,34.37747485988,NA
"Populus angustifolia",26.3,92.3098861978258,NA
"Populus angustifolia",28.35,97.7211553887328,NA
"Pinus ponderosa var. brachyptera",NA,123.822571486049,NA
"Pinus ponderosa var. brachyptera",34.59,77.9859383395425,NA
"Pseudotsuga menziesii var. glauca",31.03,63.6619904812592,NA
"Juniperus scopulorum",14.36,NA,NA
"Juniperus scopulorum",14.39,29.6028255737855,NA
"Quercus gambelii var. gambelii",8.02,21.9633867160344,NA
"Quercus gambelii var. gambelii",8.29,18.1436672871589,NA
"Pinus edulis",9.17,37.2422644315366,NA
"Juniperus osteosperma",5.97,34.37747485988,NA
"Picea pungens",14.75,47.4281829085381,NA
"Populus × acuminata",24.38,106.633834056109,NA
"Pinus ponderosa var. brachyptera",14.23,50.9295923850073,NA
"Populus deltoides ssp. wislizeni",22.89,121.276091866799,NA
"Juniperus scopulorum",NA,41.0619838604122,NA
"Juniperus scopulorum",11.98,33.7408549550674,NA
"Elaeagnus angustifolia",9.75,25.4647961925037,NA
"Elaeagnus angustifolia",9.94,30.5577554310044,NA
"Ulmus pumila",17.25,63.9803004336655,NA
"Populus alba",22.19,85.9436871496999,NA
"Pinus longaeva",13.44,146.422578106896,NA
"Pinus longaeva",21.95,70.3464994817914,NA
"Pinus longaeva",22.95,101.859184770015,NA
"Pinus ponderosa var. scopulorum",NA,137.50989943952,NA
"Pinus ponderosa var. scopulorum",NA,129.233840676956,NA
"Pinus ponderosa var. scopulorum",NA,126.050741152893,NA
"Pinus ponderosa var. scopulorum",NA,115.546512723485,NA
"Pinus ponderosa var. scopulorum",NA,106.633834056109,NA
"Pinus ponderosa var. scopulorum",20.94,92.3098861978258,NA
"Pinus ponderosa var. scopulorum",33.1,134.963419820269,NA
"Pinus ponderosa var. scopulorum",34.2,109.180313675359,NA
"Pinus ponderosa var. scopulorum",34.38,121.276091866799,NA
"Pinus ponderosa var. scopulorum",40.69,164.247935441649,15.64
"Abies concolor",NA,81.805657768418,NA
"Abies concolor",NA,80.8507279111992,NA
"Abies concolor",26.88,88.8084767213566,NA
"Abies concolor",30.18,NA,NA
"Abies concolor",34.75,94.5380558646699,NA
"Pinus ponderosa var. scopulorum",NA,81.805657768418,NA
"Pinus ponderosa var. scopulorum",13.9,67.1633999577284,NA
"Pinus ponderosa var. scopulorum",19.48,79.8957980539803,NA
"Pinus ponderosa var. scopulorum",20.94,64.6169203384781,NA
"Pinus ponderosa var. scopulorum",21.03,71.9380492438229,NA
"Pinus ponderosa var. scopulorum",21.24,73.5295990058544,NA
"Pinus ponderosa var. scopulorum",24.32,83.3972075304495,NA
"Pinus monophylla",10.03,55.7042416711018,NA
"Yucca brevifolia var. jaegeriana",NA,86.5803070545125,NA
"Yucca brevifolia var. jaegeriana",NA,81.805657768418,NA
"Yucca brevifolia var. jaegeriana",NA,79.2591781491677,NA
"Yucca brevifolia var. jaegeriana",NA,63.9803004336655,NA
"Yucca brevifolia var. jaegeriana",NA,63.0253705764466,NA
"Yucca brevifolia var. jaegeriana",6.4,NA,NA
"Yucca brevifolia var. jaegeriana",6.55,NA,NA
"Yucca brevifolia var. jaegeriana",6.55,NA,NA
"Yucca brevifolia var. jaegeriana",6.71,NA,NA
"Yucca brevifolia var. jaegeriana",6.71,NA,NA
"Yucca brevifolia var. jaegeriana",6.95,87.2169269593251,8.84
"Yucca brevifolia var. jaegeriana",7.04,67.800019862541,7.32
"Yucca brevifolia var. jaegeriana",7.16,79.8957980539803,8.53
"Yucca brevifolia var. jaegeriana",7.32,51.8845222422262,NA
"Yucca brevifolia var. jaegeriana",7.32,NA,NA
"Yucca brevifolia var. jaegeriana",7.47,40.4253639555996,NA
"Yucca brevifolia var. jaegeriana",7.47,NA,NA
"Yucca brevifolia var. jaegeriana",7.47,NA,NA
"Yucca brevifolia var. jaegeriana",7.77,NA,NA
"Yucca brevifolia var. jaegeriana",7.92,NA,NA
"Yucca brevifolia var. jaegeriana",7.92,NA,NA
"Yucca brevifolia var. jaegeriana",8.08,NA,NA
"Yucca brevifolia var. jaegeriana",8.38,NA,NA
"Yucca brevifolia var. jaegeriana",8.53,49.3380426229759,NA
"Yucca brevifolia var. jaegeriana",8.53,NA,NA
"Yucca brevifolia var. jaegeriana",8.53,NA,NA
"Yucca brevifolia var. jaegeriana",8.69,63.0253705764466,8.69
"Pinus monophylla",6.1,58.8873411951647,11.73
"Pinus monophylla",7.92,57.2957914331333,3.96
"Castanea dentata",18.07,43.6084634796625,10.97
"Ulmus americana",22.86,120.32116200958,30.18
"Ulmus americana",27.43,158.518356298335,26.82
"Platanus occidentalis",NA,206.26484915928,NA
"Platanus occidentalis",NA,185.256392300464,NA
"Platanus occidentalis",NA,197.988790396716,NA
"Platanus occidentalis",30.08,155.335256774272,NA
"Platanus occidentalis",33.53,261.969090830382,41.15
"Platanus occidentalis",38.71,NA,NA
"Populus balsamifera",28.04,NA,NA
"Quercus velutina",26.55,148.65074777374,37.19
"Quercus macrocarpa",30.94,NA,NA
"Celtis occidentalis",31.39,83.3972075304495,NA
"Tsuga canadensis",26.52,126.050741152893,NA
"Pinus strobus",43.65,139.101449201551,NA
"Pinus strobus",46.27,100.267635007983,NA
"Ulmus procera",34.04,170.614134489775,27.43
"Gleditsia triacanthos",27.37,170.614134489775,19.66
"Pinus banksiana",28.29,49.9746625277885,7.32
"Quercus rubra var. rubra",31.52,191.62259134859,31.97
"Carya glabra",27.31,46.1549430989129,NA
"Quercus palustris",33.59,101.859184770015,NA
"Carya ovalis",37.73,101.222564865202,1.4
"Acer saccharum",26.61,121.276091866799,NA
"Liriodendron tulipifera",36.79,185.893012205277,29.63
"Quercus alba",NA,194.805690872653,NA
"Quercus alba",21.12,199.580340158748,34.75
"Quercus alba",22.86,147.059198011709,32
"Quercus alba",25.33,161.701455822398,42.98
"Quercus alba",26.67,145.467648249677,26.27
"Quercus ilicifolia",3.2,NA,NA
"Quercus ilicifolia",5.58,13.3690180010644,NA
"Carya cordiformis",31.3,48.383112765757,NA
"Carya cordiformis",32.86,NA,NA
"Carya cordiformis",33.68,72.8929791010418,NA
"Carya cordiformis",35.81,49.3380426229759,NA
"Carya cordiformis",35.81,NA,NA
"Quercus velutina",30.54,49.9746625277885,NA
"Quercus velutina",31.03,NA,NA
"Nyssa sylvatica",28.99,49.9746625277885,NA
"Pinus strobus",32.37,NA,NA
"Pinus strobus",33.99,67.1633999577284,NA
"Pinus strobus",33.99,57.2957914331333,NA
"Pinus strobus",34.44,88.171856816544,NA
"Quercus rubra",30.11,134.326799915457,NA
"Quercus rubra",31.3,NA,NA
"Quercus rubra",33.47,61.4338208144151,NA
"Quercus rubra",34.69,88.171856816544,NA
"Quercus rubra",34.78,NA,NA
"Quercus rubra",36.12,77.6676283871362,NA
"Quercus rubra",37.22,NA,NA
"Picea abies",32.13,NA,NA
"Picea abies",32.86,NA,NA
"Picea abies",32.92,NA,NA
"Picea abies",33.07,NA,NA
"Picea abies",33.5,67.1633999577284,NA
"Picea abies",33.62,NA,NA
"Picea abies",34.84,NA,NA
"Quercus stellata",16.09,59.8422710523836,NA
"Quercus coccinea",32.86,61.4338208144151,NA
"Quercus bicolor",26.24,119.684542104767,22.52
"Quercus bicolor",27.61,109.816933580172,NA
"Quercus bicolor",30.91,130.188770534175,21.73
"Quercus bicolor",31.97,103.450734532046,NA
"Betula lenta",23.38,68.7549497197599,NA
"Betula lenta",25.48,NA,NA
"Betula lenta",26.49,85.6253771972936,NA
"Betula lenta",27.13,77.6676283871362,NA
"Betula lenta",27.31,71.3014293390103,NA
"Betula lenta",27.83,66.2084701005095,NA
"Betula lenta",29.69,52.5211421470388,NA
"Betula lenta",29.84,71.9380492438229,NA
"Betula lenta",30.14,NA,NA
"Liriodendron tulipifera",35.87,NA,NA
"Liriodendron tulipifera",36.15,NA,NA
"Liriodendron tulipifera",36.55,141.647928820802,NA
"Liriodendron tulipifera",37.55,NA,NA
"Liriodendron tulipifera",39.81,122.86764162883,NA
"Liriodendron tulipifera",40.29,134.326799915457,NA
"Liriodendron tulipifera",41.61,146.422578106896,NA
"Quercus alba",26.49,183.664842538433,37.03
"Quercus alba",31.12,NA,NA
"Quercus alba",31.21,NA,NA
"Quercus alba",31.91,NA,NA
"Quercus alba",31.94,NA,NA
"Quercus alba",32.77,96.1296056267014,NA
"Quercus alba",33.62,91.3549563406069,NA
"Quercus alba",34.17,135.918349677488,27.83
"Robinia pseudoacacia",31.09,NA,NA
"Robinia pseudoacacia",32.95,NA,NA
"Populus deltoides",31.79,NA,NA
"Populus deltoides",32.95,NA,NA
"Populus deltoides",34.5,NA,NA
"Populus deltoides",35.23,NA,NA
"Populus deltoides",35.69,NA,NA
"Populus deltoides",36.94,NA,NA
"Taxodium distichum",26.06,71.3014293390103,NA
"Pinus wallichiana",29.23,91.3549563406069,NA
"Pinus wallichiana",32.55,92.9465061026384,NA
"Magnolia acuminata",34.38,NA,NA
"Metasequoia glyptostroboides",30.72,122.231021724018,NA
"Liriodendron tulipifera",33.68,159.154976203148,NA
"Liriodendron tulipifera",34.08,130.188770534175,NA
"Liriodendron tulipifera",34.2,164.247935441649,NA
"Liriodendron tulipifera",36.85,NA,NA
"Ulmus americana",32.37,NA,NA
"Taxodium distichum",26.82,NA,NA
"Taxodium distichum",29.32,NA,NA
"Quercus velutina",32.67,NA,NA
"Celtis occidentalis",24.05,NA,NA
"Ulmus spp.",28.83,NA,NA
"Ulmus procera",31.82,115.546512723485,NA
"Ulmus procera",31.91,NA,NA
"Ulmus procera",33.47,NA,NA
"Ulmus procera",33.5,NA,NA
"Fraxinus pennsylvanica",33.41,NA,NA
"Gleditsia triacanthos",27.55,NA,NA
"Platanus x hispanica",30.6,NA,NA
"Platanus x hispanica",32.83,NA,NA
"Platanus x hispanica",35.14,NA,NA
"Platanus x hispanica",35.27,122.231021724018,NA
"Platanus x hispanica",36.42,119.684542104767,NA
"Platanus x hispanica",37.64,129.233840676956,NA
"Ginkgo biloba",28.01,NA,NA
"Quercus rubra",32.34,NA,NA
"Quercus rubra",32.89,NA,NA
"Acer platanoides",33.1,NA,NA
"Quercus palustris",31.3,NA,NA
"Quercus palustris",31.91,NA,NA
"Quercus palustris",32.22,NA,NA
"Quercus palustris",33.56,NA,NA
"Sassafras albidum",28.07,NA,NA
"Quercus coccinea",33.31,NA,NA
"Ulmus rubra",32.49,NA,NA
"Quercus bicolor",31.18,NA,NA
"Liquidambar styraciflua",31.85,NA,NA
"Liquidambar styraciflua",32.95,NA,NA
"Acer pseudoplatanus",28.19,NA,NA
"Liriodendron tulipifera",35.54,NA,NA
"Liriodendron tulipifera",37.16,NA,NA
"Liriodendron tulipifera",37.8,NA,NA
"Fraxinus americana",30.33,152.152157250209,NA
"Quercus alba",31.06,NA,NA
"Quercus phellos",26.88,159.154976203148,NA
"Quercus phellos",28.01,188.439491824527,30.97
"Tilia americana",35.05,58.2507212903521,NA
"Tilia americana",35.2,76.0760786251047,NA
"Tilia americana",35.81,55.0676217662892,NA
"Tilia americana",36.48,52.5211421470388,NA
"Tilia americana",36.67,54.1126919090703,NA
"Tilia americana",37.19,61.4338208144151,NA
"Tilia americana",37.7,82.4422776732306,NA
"Tilia americana",38.53,57.2957914331333,NA
"Fagus grandifolia",27.74,113.318343056641,NA
"Carya cordiformis",31.09,53.4760720042577,NA
"Carya cordiformis",34.59,55.0676217662892,NA
"Carya cordiformis",35.91,NA,NA
"Prunus serotina",3.51,109.816933580172,NA
"Prunus serotina",31.7,103.450734532046,NA
"Prunus serotina",32.92,NA,NA
"Prunus serotina",33.83,112.363413199422,NA
"Prunus serotina",33.99,108.225383818141,NA
"Prunus serotina",34.14,93.9014359598573,NA
"Prunus serotina",34.75,NA,NA
"Prunus serotina",34.9,114.909892818673,NA
"Prunus serotina",36.27,92.3098861978258,NA
"Prunus serotina",37.19,87.2169269593251,NA
"Prunus serotina",37.95,77.6676283871362,NA
"Prunus serotina",38.25,76.0760786251047,NA
"Prunus serotina",38.4,87.2169269593251,NA
"Prunus serotina",40.42,87.2169269593251,NA
"Quercus velutina",34.14,NA,NA
"Quercus velutina",34.75,NA,NA
"Nyssa sylvatica",28.8,63.0253705764466,NA
"Nyssa sylvatica",28.96,88.8084767213566,NA
"Quercus muehlenbergii",29.72,46.7915630037255,NA
"Magnolia acuminata",33.83,74.4845288630732,NA
"Magnolia acuminata",35.51,71.3014293390103,NA
"Magnolia acuminata",35.51,77.6676283871362,NA
"Magnolia acuminata",38.19,77.6676283871362,NA
"Magnolia acuminata",38.5,77.6676283871362,NA
"Tsuga canadensis",NA,114.909892818673,NA
"Tsuga canadensis",NA,108.225383818141,NA
"Tsuga canadensis",31.24,95.4929857218888,NA
"Tsuga canadensis",31.24,107.588763913328,NA
"Tsuga canadensis",32.92,109.816933580172,NA
"Tsuga canadensis",32.92,101.859184770015,NA
"Tsuga canadensis",33.53,113.318343056641,NA
"Tsuga canadensis",33.68,120.32116200958,NA
"Tsuga canadensis",33.83,91.3549563406069,NA
"Tsuga canadensis",33.99,92.9465061026384,NA
"Tsuga canadensis",34.44,102.814114627234,NA
"Tsuga canadensis",34.66,77.6676283871362,NA
"Tsuga canadensis",34.93,101.859184770015,NA
"Tsuga canadensis",35.05,100.267635007983,NA
"Tsuga canadensis",35.05,107.588763913328,NA
"Tsuga canadensis",35.2,NA,NA
"Tsuga canadensis",35.2,NA,NA
"Tsuga canadensis",35.78,NA,NA
"Tsuga canadensis",35.81,103.450734532046,NA
"Tsuga canadensis",35.97,131.780320296206,NA
"Tsuga canadensis",36.06,131.780320296206,NA
"Tsuga canadensis",36.42,105.997214151297,NA
"Tsuga canadensis",36.73,84.0338274352621,NA
"Tsuga canadensis",36.79,93.9014359598573,NA
"Tsuga canadensis",37.03,74.4845288630732,NA
"Tsuga canadensis",37.34,NA,NA
"Tsuga canadensis",37.64,90.400026483388,NA
"Tsuga canadensis",37.64,96.1296056267014,NA
"Tsuga canadensis",37.73,82.4422776732306,NA
"Tsuga canadensis",39.17,88.171856816544,NA
"Tsuga canadensis",39.2,91.3549563406069,NA
"Tsuga canadensis",39.99,85.6253771972936,NA
"Pinus strobus",41,110.771863437391,NA
"Pinus strobus",41.76,76.0760786251047,NA
"Pinus strobus",42.82,101.222564865202,NA
"Pinus strobus",43.28,86.5803070545125,NA
"Pinus strobus",44.2,91.3549563406069,NA
"Pinus strobus",44.96,111.72679329461,NA
"Pinus strobus",47.09,100.267635007983,NA
"Pinus strobus",48.01,93.9014359598573,NA
"Quercus rubra",28.8,122.231021724018,NA
"Quercus rubra",32.16,130.825390438988,NA
"Quercus rubra",32.46,124.459191390862,NA
"Quercus rubra",33.38,145.467648249677,NA
"Quercus rubra",37.31,116.501442580704,NA
"Quercus rubra",37.55,NA,NA
"Quercus rubra",38.98,102.814114627234,NA
"Picea abies",44.2,77.6676283871362,NA
"Acer rubrum",32.16,97.0845354839202,NA
"Acer rubrum",34.44,91.3549563406069,NA
"Acer rubrum",35.08,58.8873411951647,NA
"Acer rubrum",35.23,135.918349677488,NA
"Acer rubrum",35.6,58.2507212903521,NA
"Acer rubrum",35.66,97.0845354839202,NA
"Acer rubrum",36.27,83.3972075304495,NA
"Acer rubrum",36.88,76.7126985299173,NA
"Acer pensylvanicum",14.94,16.2338075727211,NA
